POS NEG
quickly-paced 1
corruption 71
urinating 8
dragged-out 1
survival 62
coleridge 3
cemented 6
vanishes") 1
mother)maria 1
man)good 1
exceptionmarion 1
"liberate")the 1
violenceâ—memorably 1
(seven 1
maybe; 1
10ps: 2
bleakest 1
forces
 1
instance)ý 1
presson's 1
maybe) 2
watchgenerally 1
"acting" 5
homerian 1
corrupting 2
pro-gay 1
survive! 1
imposed 10
boschi) 2
convoyeurs 3
survive" 1
"helen 1
repertoire:oppressive/recessive 1
â…making 1
unsub 1
bakelite 1
imposes 1
agency; 1
bernson 2
love-of-his-life 1
bluesfor 1
guevara's 8
jonker's 1
powerthese 1
consistently 59
enddefinitely 1
order
 5
plantation 21
turpin's 1
over-dubbed 1
(8/10)
 3
hand-woven 1
run-into 1
rennie 4
sanka 1
greeted(not 1
hand-drawn 4
askey's 5
"hello 6
survivea 1
boisterous 7
`tempts' 1
everyman
 1
street-wisdom 1
laurel's 1
emerge 34
othersoverall 1
musings: 1
(boot 1
(taylor) 2
dourif's 2
survived 38
overdose 5
artýt 2
nekhron's 1
unstable) 1
ladinthe 1
altough 1
mrcrowe 1
inescapable
 1
"hell" 1
phlegmatic 2
survives 23
fiorella 1
charing 1
"extra's" 1
groove
 1
yahoo
 1
meaningoverall 1
guilt-stricken 1
(born 4
androschin 1
aviv's 1
missionvincent 1
steinmann 2
cronies 7
harrods 1
afternoonwhen 1
culp's 3
daybreak 1
nolte's 6
appearanceanyway 1
scalese 2
ointment 3
grassthe 1
"gloria" 1
agoback 1
marketdirected 1
"santa" 1
chariot 5
certain 433
(romance 1
carrey-ý 1
relatable 10
duchovny
 1
hoodlums 13
suicidal) 1
tightlythe 1
alpine 2
danza 11
distinctive 28
danze 1
behold 33
watt's 1
propose 2
itbefore 1
onýf 1
nuanced 35
gazed 1
howl
 1
bernsen 34
dominic) 1
summarize: 1
cafã©-terrace 1
now-popular 1
worthy
 2
gnat 1
agenda" 2
peobody 1
nuances 37
adrian 33
roleboth 1
disgusting 48
badman 1
dowdell 1
budapestthe 1
eventuate 1
super-heroes 2
"hang 3
pancakesduring 1
before)
 1
gangsmuch 1
mountain-land 1
brýdge 1
imbued 7
pulling 58
timemichel 1
otto 34
sayingif 1
girlhowever 1
beforeýmmortel 1
"hana 1
passage-way 1
agendas 7
frýtz 1
artýf 2
alchemy 3
mayble 1
know!
 2
lã©opardi 1
trigger 17
dominick 29
formshortly 1
movýe 31
ityou'll 2
dominici 1
gaze" 1
summarizes 5
retribution 8
rollicking 10
dominica 2
otsu 1
emeric 4
dandies 4
husbandýronically 1
brown-eyed 1
groceries 2
summarized 9
"butcher 2
imbues 5
"hall 3
dooley's 5
unadorned 2
story(the 1
charity 18
appleby 1
"killers 1
tornado-it 1
ashkenazi 3
deservesjack 1
adrift 2
chamberlin 1
rodrix 1
teheran 1
imaginationmr 1
againreligion 1
mbongeni 1
"supertank" 1
adrien 7
sanam 1
directed--the 1
badmen 1
sobbing 8
forget! 2
baron's 2
cohort 2
kascier 1
slight-gnomes 1
broderick's 1
casanova 7
braveheart 28
sandy 22
hatcher 16
hatches 4
sandt 1
sandu 2
`guardian 1
hatchet 1
sands 2
speedboat 1
custer; 1
imaginations! 1
isn't; 1
batting 2
(depicted 1
rafýfý 1
"hair 2
pre-oklahoma 1
isn't3 1
gazes 8
"fact" 1
parsons 14
(milton 1
hyperdermic 1
isn't) 3
attorneyexcerpts 1
onýt 1
isn't" 1
"ham" 1
audio-commentary 1
home-ground 1
ungrateful 2
"killer" 1
simultaneously!!!) 1
forgery 2
forget: 1
hatched 2
clapping 6
watchtears 1
super-wannabes 1
1960s: 1
top-rate 1
interpretation
 1
until--and 1
nietzsche 5
seethis 1
(rudd 1
afew 1
"capitaes" 1
mania 3
moltisanti 1
afer 1
manic 25
deputize 1
ciefly 1
manie 2
drudgeries 1
gayer 2
mani: 1
"executive" 1
memorials 1
mangy 1
survival
 1
emery)insists 1
arclight 1
guatamala 2
(ruby 2
moviealthough 3
parkalso 1
explodesýronically 1
union) 1
risque 3
hawke) 9
manhe 1
heart!! 1
daysalso 1
symptom 1
(darlene 1
surprisedý 1
prepubescent 2
mayagi 1
union; 1
clothesthere 1
sellars' 1
hawke; 1
physically-lovely 1
c+
 2
transform 12
hesseman 4
saura 15
mange 1
size) 1
venomous 7
backsthere 1
manga 21
determinationthat 1
lucrative 1
allbecause 1
girlie-girls 1
againseason 1
"survivor" 3
size" 2
person-by-person 1
downgrades 1
carterý 1
manet 2
manes 1
buerke 1
downgraded 2
seriously!!! 1
widdecombe!surprisingly 1
emissaries 1
kudos!! 1
johnston 17
altruistic) 1
sizes 9
demolition 5
unions 7
assuring 2
neighbour' 1
brannagh 4
neighbour" 1
opusratings 1
mandy 23
speed) 1
'small 1
sized 7
afar 6
speed' 1
neighbour; 1
gwynne/lewis 1
"greedy") 1
sparring 13
beadle 2
overdubs 1
(richardson) 1
ahead!!!!! 1
walker)
 1
religionan 1
adultswhere 1
'serial 1
churlish 4
rambunctious 3
shampoo 3
speech 92
homelessthe 1
(leonardo 2
recruiting 9
"grease"esk 1
hyenasthere 1
prophet 27
oedipal 3
robotnik 1
zenobýa) 1
ok!) 1
quantum 6
tã©chinã© 1
skin-and-bone-deep 1
"casablanca" 7
cartoons) 2
down-fall 1
dominate 30
neighbours 15
symbolized 5
agonies' 1
rasputin 1
guignol-type 2
televised 14
unrelated 26
(highlighted 1
adjective 6
sheridaný'm 1
wrongheaded 2
manat 1
achala 1
biscuit 1
ready
 3
kalifornia
 1
speed" 6
_get_ 1
palms" 1
lian-chu 13
euthanasiarist 1
follow-ups 3
excitementý 1
symbolizes 7
beatles" 3
peculiar 35
(beverley 1
maclaren 1
entices 2
paranoiaplenty 1
vigalondo 6
ýbsen 1
unkillable 1
leap-frog 1
mostel 27
lamarr) 3
recognition
 1
kudos's 1
enticed 1
beginningwatching 1
(runaway 1
puerto 13
&:35 1
metropolis(1927)but 1
follow-up) 1
romanceworth 1
dominant 16
classy 37
heart); 1
retributionthe 1
heart's 4
typecasting! 1
surprised" 2
around) 5
speeds 5
surprised! 5
eschewed 3
speedo 1
around' 1
around" 3
around! 6
realizations 2
hoechlin) 2
"conquest" 1
payoffs 1
bader) 1
perdýtýon 4
speedy 4
stone-scripted 1
boyfriend-user 1
enormous 63
standard-ýf 1
drowsy 2
crews) 1
eeeekkk 1
tactically 2
future
 20
coltrane 3
franklin
 1
loudand 2
claymore 3
seethes 2
neighbourswho 1
map!! 1
encounterthe 1
'alley 1
anyoneso 1
randell(pj 1
granddad 2
thompson 29
extinction 7
drowns 7
tiangle 1
bodysurfing 1
(older) 1
detailsbottom 1
patrik 1
blier) 1
forwardâ…"the 1
questioncomparisons 1
sledge-hammer 1
normality 3
ex-pats 1
95th 1
proceedings 55
maleficent 2
moffett 3
patric 9
:this 1
uncut 43
cluttersthe 1
forrest's 2
venoms!easily 1
heart") 1
ispã©re-lachaise: 1
viscous!ýf 1
cintematography 1
beaded 2
christopher:"shanghai" 1
budgethalloween 1
memorial) 2
familiarly 2
honourable 7
usualthe 3
bribing 1
brazã­lia 1
fear-of-heights 1
brilliantlythe 1
guzman) 2
innocuous 4
excitement; 1
"10"
 1
excitement: 1
firsttop-quality 1
radivoje 1
maureen 35
themselves)
 1
----------------------------------------way 1
disasterpiece 1
pleasure: 1
partner-in-arms 1
pleasure; 1
permanently 13
star(short 1
of-what- 1
swigged 1
again__________________________________________________________________footnote 1
boulevardier 1
powering 2
moviethere's 1
drainingetc 1
ineffective 3
ohrt 1
subplot 52
jalal 1
under 616
pleasure! 2
pleasure" 3
(jesus 1
(2003 1
"thýngs 1
minutescypher 1
thirty 43
thunder/lightning 1
alice(claire 2
viruses 2
commissionabout 1
fundraiser/salesman 1
(obviously 8
tenderhearted 1
patrol 5
common)here 1
patron 10
shooter(not 1
stagnated 1
harks's 1
trelkovsky 20
know!!! 1
"edulcorated" 1
well-deserved--not 1
ancestors 12
lifestyle--of 1
steensen 1
trelkovski 2
treasure
 4
"adventures 2
pleasures 24
electricuted 2
genesis; 1
breast-feeds 1
starsalso 1
sanctimoniously 1
thirst 8
non-aesthetic 1
madethroughout 1
*wonderland 1
beholdpaul 1
day-lewýs 2
"certain 1
bowels 4
survival!! 1
experience) 4
experience' 2
fýlms)
 1
incomprehensibly 1
experience" 3
experience! 4
removal 8
(friday 1
(x-ray) 1
heart
 13
daddad 1
deplore 1
"methodists 1
hereoverall 1
class! 2
montalban) 1
effort)
 1
class" 2
saved 88
awayexcept 1
priest's 1
recognizing 10
mid-lifer 1
carter) 2
saves 58
saver 1
endangeredý 1
class) 4
deputies 3
12others 1
(corinne 2
cartels 1
coffers 1
murdered"hickory 1
5/5
 5
class; 1
prematurely 5
class: 1
pornographer 2
against"gunga 1
speers 2
"autumn 1
unknown-at-the-time 1
well-documented 2
amrarcord 1
movie-buff 1
swooningly 1
hollywood;and 1
incoherent 7
funseeing 1
ýngram) 2
ultra-wealthy 1
say
 4
rustler 1
973% 1
disbanded 1
sanctifies 1
funjatta 1
microbes 1
incomprehensible 13
universities 3
"walker 4
disslikes 1
myron 1
mulligan's 1
'giant 1
memorablethere 1
(whilst 1
warfield 4
back-stories 2
peoplewho 1
stock 77
mammy 9
cartoons! 2
"hate 2
cartoons" 1
grippedso 1
(wardh) 1
candy
 1
cartoonof 1
miniskirt 1
impairedcarla 1
broke" 1
reddish/white 1
beýngs 1
companymy 1
paid-up 1
beatles; 2
surprises! 1
radio-voice 1
non-existent) 1
post-revolutionary 1
"fýre 1
surprises) 1
bearing 26
marketedbe 1
beatles' 6
"bedknobs 2
trainable 1
deep-dive 1
coffees 1
peopleplease 1
quantas 1
(non-existent)like 1
partirdge 1
surprises: 1
surprises; 1
ohio 13
chewbaka 1
"hare 4
bauer); 1
bowery 7
lifeashley 1
completelybut 2
"hard 5
pornographic 14
bowers 3
half-rejected 1
hearsfuller 1
mayans 1
broken 131
super-disturbing 1
ohhh 1
dodesukaden 1
(witness 3
artistryclub 1
second-rate 4
parisâ… 1
wierder 1
musiclots 1
traindespite 1
beacon 4
broker 4
mental-abusing 1
story(s): 2
genitalia 3
transunto's 1
dekker 2
tidying 1
alekos! 1
watchednot 1
videogames)
 1
funbut 1
d'ýndy 1
mcclane 2
peretti's 1
disobey 2
ok
 4
streisand: 1
crewed 1
'masterpiece 1
silhouetted 2
shoulderspaul 1
funbtw 1
silhouettes 5
not-so-dynamic 1
tea"old 1
stoic 26
obligatory 29
zigfield" 1
ex-go-gos' 1
chinese) 2
"have 5
peculiarly 1
pointeven 1
offscreen 1
downloaders 1
myrna 34
chinese! 1
chinese" 1
august 29
snoozer 1
'smart 1
leastthumbs 1
mamie 8
sanford 1
moviesboth 1
contrite 4
djafaridzesesilia 1
savor 6
get!
 1
quagmire 3
churchill's 1
mindand 2
birth!!! 1
sindbadlike 1
dvd-this 1
jereone 1
cheung's 2
capucine 2
agin 2
toodavid 1
evilness 2
illustrator 5
zero-budget 1
tights 3
experienceý 5
knock-off 5
undue 6
loan-sharking 1
satiricalbut 1
dalian 1
optioned 2
tierney) 7
red-necks 1
controversial--and 1
generalthe 4
existed
 1
"written 15
fanaticism 4
eraâ… 1
claimswhile 1
cinematheque 4
burgundians" 1
somewheremeanwhile 1
decent 323
noneand 1
sato) 1
shimmers 1
rigueur 1
conceits 2
player)the 1
bloodbath 19
raunch 2
meaninglessly) 1
slightly 285
year-oldish 1
dadhe 1
smoking 44
beach! 1
beach" 4
benefitâ…not 1
over-musical 1
on-the-spot 1
inhabitsbut 1
lamas)a 1
tightened 5
otomo's 1
glimpse 99
re-captured 1
spheres 2
pallid 3
distractsoverall 1
disoriented 3
sing'follow 1
'studying 1
stripteaseonce 1
conceive 5
vietnam-pack 1
10well 1
conception 18
times)capturing 1
'amadeus' 1
glossier 3
"o'hara" 2
babble 5
bloodbank 1
take-charge 1
"star+1972" 1
agee 1
aged 74
bonzai 1
memorythe 2
tasteful 18
satta 2
optional 5
ager 2
submerge 2
savedas 1
droves 4
ages 145
ancestrythe 1
screenrotj 1
"felicity" 1
straighttoo 1
realityeven 1
talented/well 1
"after" 1
characterspatric 1
psychotherapist 1
limerick:a 1
fýend 1
this:this 1
age) 4
sleeper/character 1
daddy 27
pro-peace 1
age' 2
'pink 1
illusionary 1
age! 4
http://airwolforg 1
age" 10
aachen 1
age; 3
age: 4
totters 1
â´83 1
individuals 75
'werewolves' 1
ethnographer 1
deceit 18
unleashed 14
enunciated 3
jakub 5
mussalmaansandhali 1
baloo" 1
eyeliner 2
portayal 1
weems! 1
situationwhen 1
trammel 2
(oscar 6
unleashes 10
passport 5
look-alikeâ—that 1
expectatýons 1
tightly-attired 1
enunciates 1
experience7 1
deploys 1
manyý 1
fewharry 1
trunks!! 1
non-existence 3
(hearts) 1
'brilliant!'end 1
mao`s 1
forced
 1
bad(1987)ý 1
experience; 1
experience: 2
anti-semitic 6
suitable 58
well-played: 1
wardthe 1
gabriella's 3
catered 7
areabut 1
counteract 3
stooges 39
"seconds" 1
concoctions 1
oedipus 2
satya 4
kazakos' 2
experiencei 1
stalingradlucile 1
jirã­ 2
"he's 6
experienced 97
(michelangelo 1
experiencea 1
modesty" 1
leisurely 9
suitably 41
eraâ€? 2
experiences 125
badfor 2
9/10
 56
'suspend 1
then-wife 1
yevgeni 1
uncoveredthe 1
zealand 18
(montana 1
heterogeneity 1
trendgeorge 1
myra) 1
simultaneous 4
slighter 3
substandard 1
'funny 1
directness 3
appraisalthe 1
crimewithout 1
smoothest 1
alselmo 1
mckinney 6
slighted 2
witchâ… 1
bohemians 1
renn's 1
stunning 305
"right" 7
felinni 1
breathtakingly 11
non-witness 2
(jesse 1
reiterated 2
scorched 2
gordon
 1
"detective 1
94th 1
oughts 1
aboutoften 1
'underground'or 1
kudos
 1
targeted 21
awesome!!! 1
remote: 1
fictionalization 2
"mephisto" 1
hearsay 3
masterpieces---rea 1
alwaysthere 1
hairstyles!) 1
perfectlythe 1
illustrated 20
stewardesses 1
bench-2005)
 1
eternityand 1
villagerswhether 1
radically 11
storekeeper 1
(jess) 1
wormhole 2
compellingbut 1
war-era 1
cortney 1
baloer 1
forgettableto 1
superstar
 1
suited) 1
explorer/photography 1
almeria 2
hearse) 2
sometimesespecially 1
ourselves 84
alwaysthis 1
remotes 1
illustrates 22
'monsters' 3
forrest
 1
frontalnudity 1
skywalker) 1
stripped-down 1
onemontand's 1
plaudits 2
britton); 1
bluntness 2
non-diegetic) 1
compound 16
out-acted 2
weirder) 1
clarks 1
mastersonsidney 1
asano 8
["do 1
conscientious 5
course!yep 1
lee(crouching 1
reissues 1
unfaithal 1
reissuer 1
asap) 1
reimann) 1
thoughtlessly(spoilers) 1
knock-out 2
pincers: 1
biographers 1
filmsý've 1
filmanyone 1
many" 1
reissued 3
many! 2
(tracey 1
betrayalthese 1
many) 7
ledger: 1
climbing 24
bying 1
betrayalthere 1
"nails" 1
austens 1
many: 1
middleýt's 1
(ruth 4
feline) 1
clark: 2
assess 3
mostly 416
deathsthe 1
natýon 6
manya 1
threading 2
oughta 2
motorhead 1
excessively 10
asset: 1
accomplishedsecondly 1
clarke 40
assert 10
game/comic 1
hallucinationdominic 1
blockbuster 65
cocksure 1
cashiered 1
revealedoutstanding 1
toronto 33
gawky 8
weened 1
disruption 2
()that 1
rochesterthis 1
cinemas) 1
thisor 1
"henry 5
reachafter 1
romanian)
 1
mostof 1
alexandr 2
drawings' 1
noticepersonally 1
'castle 3
bejebees 1
canada 56
lisa(ýda 1
austere 12
misjudged 1
jeffrey 51
showespecially 1
jakes 2
strangelovethe 1
assets 11
palmas 1
thisps 1
weirdest 4
parinda( 1
sorts)to 1
"birthday 5
graininess 1
idealistic 22
misjudges 1
9/11
 2
decentdecent 1
inner-film 1
around: 1
krogshoj 1
likevan 1
around; 4
telecast 3
faceunless 1
saudi 3
afro 6
guitars 2
"nailed" 1
"moonstruck" 16
(illogical: 1
bonuses 4
margheriti 7
see*** 1
pfeiffer) 2
tracyýn 1
cinemaor 1
fission 1
`criminal 1
future") 1
carrell) 2
nabors 2
savedoh 1
negotiate 9
(blue 2
meowed 1
spyall 1
sauce 4
inanity 2
cinemas! 1
disrupting 2
sonshappy 1
unflappable 1
"eugene" 1
outgrown 2
selten 1
saucy 7
leave-taking 1
placeýnstead 1
eglantine 10
up-to-date 6
value(yeah 1
moviesdon't 1
eras--films 1
alphonse 5
muscles! 1
targets; 1
"vera 1
palmer 9
contradictionsýmanol 1
marschall 1
targets" 1
serendipitousand 1
targets) 1
jarome 1
ironically 32
"very 4
manna 1
devil-- 1
babe
 1
meowth 1
manoj 12
manon 1
(closely 1
cinemawe 1
manor 7
sadnessý 1
manny 16
batmite 1
thingedison 1
churchill
 1
oily 4
america 323
thismy 2
oils 1
dedicate 2
triangular 4
televison 2
americn 1
manoy 1
thirsting 1
patsy) 1
masterpiecemy 1
daily--in 1
broadway-style 1
marketeers) 1
cinemaso 1
anthropomorphic 1
expressly 1
pothead 1
jarols 1
blondhumour 1
thison 1
thisof 1
thisoh 1
apple's 1
durbin's 3
fortnightwelcome 1
cincinatti 1
trappedthe 1
yoshitsune 2
entertainment
 18
girls
 2
"antwone 3
thishe 1
cannell's 1
years)
 1
clark" 1
randonto 1
expressed 53
haywardýn 1
clark) 1
sauna 1
devil's 27
deadhe's 1
onethough 2
isolating 3
expresses 27
(cindy 2
mann) 2
simultaneously
 1
(ýdentity) 1
thisis 2
peak
 2
delusionalokay 1
mann" 1
headed-up 1
isolation 41
story!)
 1
sauls 1
aroundý 4
familyonce 1
wournow 1
six-year-old 4
weren't 161
"emma"ý 1
picture)let 1
assent 1
sciamma 5
weathering 1
disruptive 6
near-future 3
simonehe 1
manly 3
suiters 1
"panaghoy" 2
zaara 1
aj's 1
badguy 1
self-casting 1
whoa! 3
incompatible 4
hollywoodoverall 1
company!) 1
canary 3
aj): 1
stack)and 1
cohn's 2
sidesmuch 1
'artistic' 1
ahem 1
donnelly 4
episodeâ—here 1
system; 2
brolin 4
system: 1
imprisoning 1
menaced 3
wittiest 4
leung") 1
system" 2
benetakos 2
pattes 1
patter 3
zeffirelli's 6
system' 1
menaces 2
lowlifes 3
system) 1
multi-function 1
defenseless 4
ýnuyasha 1
patten 9
modernization--but 1
10four 1
walerian 3
estatesyet 1
decades(and 1
unique 454
super-lustful 1
sheets' 2
dynamothe 1
"lawyer" 1
this!! 2
synchronised 2
stagethenit 1
c-
 1
stumble 18
unbeguiling 1
way8/10
 1
**supremo** 1
yojimbo 1
patthe 1
liberace" 1
"nailed 1
"hdtv 1
two-strip 1
rousseau 4
reveille 1
apoplectic 1
(juan 6
ranks
 1
maya's 2
creepydecaying 1
consciousnessthe 1
funand 3
bookcase 1
(haha) 1
ahhh 1
mapes 1
genrecarol 1
downsand 1
precisely 41
beatle's 1
envelope 10
escher-like 1
f-bombs) 1
envelops 5
"damsel" 3
on"problems 1
roman) 4
foulkrod 3
inferiors 1
populationof 1
mpaa) 1
'upgrade' 1
careless*** 1
favouritesýf 1
herbefore 1
maple 2
luckiest 2
itdocumentarians 1
impunity 1
definetly 7
occassionally 3
camerawork 8
original's 2
ýnthused 1
tinthankfully 1
unanswered 21
rarified 2
secretsý 1
original); 1
brýllýant! 3
(augmented 1
resemble 34
invlove 1
legitimate 22
performancesacross 1
mayoral!) 1
post-interval 1
flattery 1
decorum 1
forgettableas 1
over-bearing 2
"improvising" 1
rintaro 2
extrathere 1
doesn`t 1
post-worker 1
thememovement 1
pride!! 1
maffia 2
writer/director/cinematographer!!!
 1
'clobber 1
ahn) 1
blackpool 1
quickly! 1
quickly) 1
michener's 1
punchwhile 1
thismust 1
apsion) 1
"creature 4
ofso 2
cult)movie-buff 1
contactees 1
cinemaniaks 1
alerting 1
helicopters 6
worldpalance's 1
secretly 59
barraged 2
award-material 1
"voice" 2
love-struck 2
(bjm) 1
kazan) 2
subordinates 3
hatcher's 2
happen!!!can 1
"cousin" 1
(inevitably) 1
insectssince 1
haines)after 1
trýplets 2
(eileen 1
tallinn 4
inferior) 1
kazaki 1
secretno 1
sand-bagged 1
merited 2
inferior- 1
"everyday- 1
parole
 1
alonewhich 1
mysteryeach 1
watching/feeling 1
sortaardman 1
cinemain 1
padget 1
patton 11
subordinated 1
janus 1
pseudoscience 1
(2006)'} 1
anti-islam 1
'dramatized' 1
(jerry 3
despairone 1
matchmaking 1
hawk's 1
woodantwone 1
ahab 2
glimmer 10
sassy 52
subordinate; 1
certain: 1
certain) 1
lil"of 1
"ýsrael" 2
teenagers-battle-creatures 1
bottle
 1
polygamist 1
